date,quarter,day,Team Code,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,productivity_score
2016-02-02,Quarter1,Monday,6,2.9,,1200,0,0.0,0,0,10.0,28.033
2016-02-02,Quarter1,Monday,8,24.26,1435.0,6600,0,0.0,0,0,55.0,26.098
2/3/2015,Quarter1,Tuesday,2,3.94,,2400,0,0.0,0,0,20.0,100.142
2/3/2015,Quarter1,Tuesday,1,22.52,1500.0,6900,113,0.0,0,0,57.5,100.002
2/3/2015,Quarter1,Tuesday,10,22.52,1188.0,6720,90,0.0,0,0,56.0,100.0
2016-02-03,Quarter1,Tuesday,1,3.94,,1200,0,0.0,0,0,10.0,99.485
2/3/2015,Quarter1,Tuesday,8,4.15,,960,0,0.0,0,0,8.0,97.698
2/3/2015,Quarter1,Tuesday,3,22.52,1112.0,6840,100,0.0,0,0,57.0,95.019
2016-02-03,Quarter1,Tuesday,2,22.52,1452.0,6960,100,0.0,0,0,58.0,94.998
2/3/2015,Quarter1,Tuesday,9,3.94,,1320,0,0.0,0,0,11.0,91.995
2/3/2015,Quarter1,Tuesday,4,22.52,340.0,5460,63,0.0,0,0,56.5,80.043
2/3/2015,Quarter1,Tuesday,12,15.26,1029.0,2040,50,0.0,0,0,35.0,80.026
2016-02-03,Quarter1,Tuesday,12,4.08,,1080,0,0.0,0,0,9.0,77.822
2016-02-03,Quarter1,Tuesday,9,29.12,1070.0,6960,34,0.0,0,0,58.0,75.059
2/3/2015,Quarter1,Tuesday,11,25.31,946.0,5760,60,0.0,0,0,54.0,70.051
2/3/2015,Quarter1,Tuesday,6,18.79,913.0,4020,30,0.0,0,0,33.5,70.018
2016-02-03,Quarter1,Tuesday,8,24.26,1363.0,6660,0,0.0,0,0,55.5,58.647
2/3/2015,Quarter1,Tuesday,7,24.26,1639.0,6720,0,0.0,0,0,56.0,54.152
2016-02-03,Quarter1,Tuesday,4,4.3,,1440,0,0.0,0,0,12.0,53.75
2016-02-03,Quarter1,Tuesday,6,2.9,,960,0,0.0,0,0,8.0,49.542
2/3/2015,Quarter1,Tuesday,5,30.1,415.0,6960,0,0.0,0,0,58.0,41.517
2/4/2015,Quarter1,Wednesday,2,22.52,1263.0,6900,100,0.0,0,0,57.5,105.028
2/4/2015,Quarter1,Wednesday,3,22.52,968.0,6840,113,0.0,0,0,57.0,100.023
2/4/2015,Quarter1,Wednesday,10,22.52,1108.0,6720,113,0.0,0,0,56.0,100.0
2016-02-04,Quarter1,Wednesday,2,3.94,,2160,0,0.0,0,0,18.0,96.676
2/4/2015,Quarter1,Wednesday,1,3.94,,1200,0,0.0,0,0,10.0,92.918
2/4/2015,Quarter1,Wednesday,8,4.15,,3000,0,0.0,0,0,25.0,91.577
2016-02-04,Quarter1,Wednesday,1,22.52,1532.0,6900,88,0.0,0,0,57.5,90.015
2/4/2015,Quarter1,Wednesday,12,15.26,1094.0,4080,38,0.0,0,0,34.0,80.04
2/4/2015,Quarter1,Wednesday,9,22.52,1086.0,6960,50,0.0,0,0,58.0,79.996
2/4/2015,Quarter1,Wednesday,7,3.94,,960,0,0.0,0,0,8.0,77.979
2016-02-04,Quarter1,Wednesday,9,3.94,,960,0,0.0,0,0,8.0,75.517
2/4/2015,Quarter1,Wednesday,6,18.79,941.0,3360,30,0.0,0,0,-33.0,70.071
2016-02-04,Quarter1,Wednesday,7,24.26,1471.0,6960,0,0.0,0,0,58.0,70.061
2/4/2015,Quarter1,Wednesday,11,10.05,1042.0,6120,60,0.0,0,0,53.0,70.028
2016-02-04,Quarter1,Wednesday,8,29.12,1248.0,6840,0,0.0,0,0,57.0,70.014
2016-02-04,Quarter1,Wednesday,12,4.08,,1080,0,0.0,0,0,9.0,68.756
2/4/2015,Quarter1,Wednesday,5,30.1,326.0,5820,0,90.0,10,0,58.5,65.083
2016-02-04,Quarter1,Wednesday,6,2.9,,960,0,0.0,0,0,8.0,53.167
2/4/2015,Quarter1,Wednesday,4,30.1,287.0,6060,23,150.0,15,0,55.5,35.071
2/5/2015,Quarter1,Thursday,2,22.52,1300.0,6780,113,0.0,0,0,56.5,100.045
2/5/2015,Quarter1,Thursday,1,22.52,1485.0,6900,113,0.0,0,0,57.5,100.002
2/5/2015,Quarter1,Thursday,10,22.52,1039.0,6720,113,0.0,0,0,56.0,100.0
2016-02-05,Quarter1,Thursday,2,3.94,,2640,0,0.0,0,0,22.0,99.992
2/5/2015,Quarter1,Thursday,3,22.52,1063.0,6840,100,0.0,0,0,57.0,95.019
2/5/2015,Quarter1,Thursday,6,2.9,,960,0,0.0,0,0,8.0,94.25
2/5/2015,Quarter1,Thursday,12,4.08,,1080,0,0.0,0,0,9.0,90.667
2/5/2015,Quarter1,Thursday,7,3.94,,1200,0,0.0,0,0,10.0,84.71
2016-02-05,Quarter1,Thursday,1,3.94,,1440,0,0.0,0,0,12.0,84.546
2016-02-05,Quarter1,Thursday,12,15.26,1083.0,720,38,0.0,0,0,34.0,80.061
2/5/2015,Quarter1,Thursday,9,29.12,1069.0,6960,50,0.0,0,0,58.0,79.996
2016-02-05,Quarter1,Thursday,10,3.94,,960,0,0.0,0,0,8.0,77.158
2/5/2015,Quarter1,Thursday,11,10.05,668.0,2520,34,0.0,0,0,26.0,75.04
2016-02-05,Quarter1,Thursday,6,18.79,766.0,2760,30,0.0,0,0,33.0,70.008
2/5/2015,Quarter1,Thursday,5,30.1,557.0,6960,0,0.0,0,0,58.0,56.221
2016-02-05,Quarter1,Thursday,7,24.26,1608.0,6960,0,0.0,0,0,58.0,52.284
2/5/2015,Quarter1,Thursday,4,30.1,417.0,6360,23,0.0,0,1,53.0,50.072
2/5/2015,Quarter1,Thursday,8,24.26,1167.0,6840,0,0.0,0,0,57.0,49.655
2/7/2015,Quarter1,Saturday,2,3.94,,3000,0,0.0,0,0,25.0,105.067
2016-02-07,Quarter1,Saturday,2,22.52,1186.0,6900,113,0.0,0,0,58.0,100.002
2/7/2015,Quarter1,Saturday,3,22.52,1060.0,6840,100,0.0,0,0,57.0,95.019
2/7/2015,Quarter1,Saturday,1,22.52,1534.0,6780,88,0.0,0,0,57.0,90.014
2/7/2015,Quarter1,Saturday,10,22.52,1142.0,6720,88,0.0,0,0,56.0,90.013
2/7/2015,Quarter1,Saturday,12,4.08,,1080,0,0.0,0,0,9.0,89.911
2016-02-07,Quarter1,Saturday,1,3.94,,1200,0,0.0,0,0,10.0,87.008
2/7/2015,Quarter1,Saturday,6,2.9,,960,0,0.0,0,0,8.0,84.583
2016-02-07,Quarter1,Saturday,12,15.26,1021.0,4080,63,0.0,0,0,34.0,80.04
2/7/2015,Quarter1,Saturday,9,29.12,829.0,6960,50,0.0,0,0,58.0,79.996
2016-02-07,Quarter1,Saturday,9,3.94,,960,0,0.0,0,0,8.0,77.158
2016-02-07,Quarter1,Saturday,6,18.79,813.0,1560,34,0.0,0,0,33.0,75.052
2/7/2015,Quarter1,Saturday,11,10.05,677.0,3240,45,0.0,0,0,27.0,75.003
2/7/2015,Quarter1,Saturday,7,3.94,,1200,0,0.0,0,0,10.0,71.577
2016-02-07,Quarter1,Saturday,7,24.26,658.0,6960,0,270.0,45,0,58.0,66.227
2/7/2015,Quarter1,Saturday,4,30.1,486.0,6780,30,0.0,0,1,57.0,60.022
2/7/2015,Quarter1,Saturday,5,30.1,687.0,7500,0,0.0,0,0,59.0,54.566
2016-02-07,Quarter1,Saturday,4,4.3,,960,0,0.0,0,0,8.0,44.792
2/7/2015,Quarter1,Saturday,8,24.26,652.0,6840,0,300.0,37,0,57.0,36.532
2/8/2015,Quarter2,Sunday,2,22.52,1233.0,6900,113,0.0,0,0,57.5,100.002
2/8/2015,Quarter2,Sunday,7,4.15,,1440,0,0.0,0,0,12.0,92.868
2/8/2015,Quarter2,Sunday,10,22.52,1388.0,6720,88,0.0,0,0,56.0,90.08
2/8/2015,Quarter2,Sunday,1,22.52,1615.0,6780,88,0.0,0,0,56.5,90.014
2/8/2015,Quarter2,Sunday,3,22.52,1283.0,6720,88,0.0,0,0,56.0,90.013
2016-02-08,Quarter2,Sunday,1,3.94,,1200,0,0.0,0,0,10.0,89.307
2/8/2015,Quarter2,Sunday,12,4.08,,1080,0,0.0,0,0,9.0,89.156
2016-02-08,Quarter2,Sunday,2,3.94,,2160,0,0.0,0,0,18.0,87.556
2/8/2015,Quarter2,Sunday,8,4.15,,1800,0,0.0,0,0,15.0,84.089
2016-02-08,Quarter2,Sunday,12,15.26,1026.0,2880,63,0.0,0,0,34.0,80.036
2/8/2015,Quarter2,Sunday,9,29.12,909.0,6960,50,0.0,0,0,58.0,79.996
2/8/2015,Quarter2,Sunday,6,18.79,670.0,3960,34,0.0,0,0,33.0,75.065
2/8/2015,Quarter2,Sunday,11,10.05,629.0,3240,45,0.0,0,0,27.0,75.003
2/8/2015,Quarter2,Sunday,5,30.1,754.0,7020,0,0.0,0,0,58.5,70.062
2016-02-08,Quarter2,Sunday,6,2.9,,960,0,0.0,0,0,8.0,61.021
2016-02-08,Quarter2,Sunday,9,3.94,,960,0,0.0,0,0,8.0,60.742
2/8/2015,Quarter2,Sunday,4,30.1,712.0,6780,44,0.0,0,1,56.5,56.826
2016-02-08,Quarter2,Sunday,7,24.26,148.0,6960,0,0.0,0,0,58.0,35.553
2016-02-08,Quarter2,Sunday,8,24.26,154.0,6840,0,0.0,0,0,57.0,35.326
2/9/2015,Quarter2,Monday,2,3.94,,2160,0,0.0,0,0,18.0,105.796
2/9/2015,Quarter2,Monday,1,3.94,,1200,0,0.0,0,0,10.0,96.202
2/9/2015,Quarter2,Monday,10,22.52,1127.0,120,88,0.0,0,0,56.0,90.08
2016-02-09,Quarter2,Monday,1,22.52,1506.0,3600,70,0.0,0,0,57.0,90.051
2016-02-09,Quarter2,Monday,2,22.52,1413.0,360,70,0.0,0,0,57.0,90.048
2/9/2015,Quarter2,Monday,6,2.9,,960,0,0.0,0,0,8.0,88.812
2/9/2015,Quarter2,Monday,12,15.26,970.0,4080,63,0.0,0,0,34.0,80.04
2/9/2015,Quarter2,Monday,3,22.52,1271.0,5400,50,0.0,0,0,57.0,80.016
2/9/2015,Quarter2,Monday,9,29.12,1073.0,6960,50,0.0,0,0,58.0,79.996
2/9/2015,Quarter2,Monday,4,30.1,767.0,3300,50,0.0,0,1,57.0,79.0
2/9/2015,Quarter2,Monday,11,10.05,103.0,0,45,0.0,0,0,54.0,75.065
2/9/2015,Quarter2,Monday,8,4.15,,1800,0,0.0,0,0,15.0,70.711
2/9/2015,Quarter2,Monday,5,30.1,773.0,7020,40,0.0,0,0,58.0,70.062
2016-02-09,Quarter2,Monday,9,3.94,,960,0,0.0,0,0,8.0,69.771
2016-02-09,Quarter2,Monday,6,18.79,708.0,4080,0,0.0,0,0,34.0,61.252
2/9/2015,Quarter2,Monday,7,30.1,842.0,6960,0,0.0,0,1,58.0,35.03
2016-02-09,Quarter2,Monday,8,30.1,901.0,6960,0,0.0,0,1,58.0,35.03
2016-02-09,Quarter2,Monday,12,4.08,,1080,0,0.0,0,0,9.0,27.2
2/10/2015,Quarter2,Tuesday,12,4.08,,1080,0,0.0,0,0,9.0,100.489
2/10/2015,Quarter2,Tuesday,2,3.94,,2160,0,0.0,0,0,18.0,96.676
2/10/2015,Quarter2,Tuesday,10,22.52,1268.0,0,88,0.0,0,0,56.0,90.063
2/10/2015,Quarter2,Tuesday,1,22.52,1546.0,0,88,0.0,0,0,57.0,90.047
2/10/2015,Quarter2,Tuesday,3,22.52,813.0,0,88,0.0,0,0,57.0,90.047
2016-02-10,Quarter2,Tuesday,2,22.52,1512.0,0,88,0.0,0,0,-57.0,89.998
2016-02-10,Quarter2,Tuesday,1,3.94,,1440,0,0.0,0,0,12.0,85.367
2/10/2015,Quarter2,Tuesday,9,29.12,1263.0,2160,38,0.0,0,0,58.0,80.08
2016-02-10,Quarter2,Tuesday,12,15.26,900.0,4080,50,0.0,0,0,34.0,80.04
2/10/2015,Quarter2,Tuesday,4,4.15,,1800,0,0.0,0,0,15.0,79.676
2/10/2015,Quarter2,Tuesday,6,18.79,640.0,2400,0,0.0,0,0,34.0,75.08
2/10/2015,Quarter2,Tuesday,11,10.05,13.0,3240,34,0.0,0,0,54.0,75.065
2/10/2015,Quarter2,Tuesday,5,30.1,855.0,7020,45,0.0,0,0,58.0,75.036
2/10/2015,Quarter2,Tuesday,8,4.15,,960,0,0.0,0,0,8.0,70.377
2016-02-10,Quarter2,Tuesday,4,30.1,855.0,7020,40,0.0,0,1,58.0,70.062
2016-02-10,Quarter2,Tuesday,9,3.94,,960,0,0.0,0,0,8.0,68.95
2016-02-10,Quarter2,Tuesday,6,2.9,,960,0,0.0,0,0,8.0,62.833
2/10/2015,Quarter2,Tuesday,7,30.1,1025.0,6960,23,0.0,0,1,58.0,50.08
2016-02-10,Quarter2,Tuesday,8,30.1,1061.0,6960,30,0.0,0,1,58.0,39.355
2/11/2015,Quarter2,Wednesday,4,4.15,,1800,0,0.0,0,0,15.0,103.316
2/11/2015,Quarter2,Wednesday,12,4.08,,1080,0,0.0,0,0,9.0,102.0
2/11/2015,Quarter2,Wednesday,2,22.52,1557.0,0,90,0.0,0,0,57.5,100.034
2/11/2015,Quarter2,Wednesday,1,22.52,1498.0,0,113,0.0,0,0,57.0,100.007
2/11/2015,Quarter2,Wednesday,8,4.15,,1440,0,0.0,0,0,12.0,99.438
2016-02-11,Quarter2,Wednesday,2,3.94,,2160,0,0.0,0,0,18.0,91.204
2/11/2015,Quarter2,Wednesday,5,4.15,,240,0,0.0,0,0,2.0,87.0
2/11/2015,Quarter2,Wednesday,10,22.52,598.0,0,75,0.0,0,0,56.0,85.036
2/11/2015,Quarter2,Wednesday,6,18.79,656.0,3480,38,0.0,0,0,34.0,80.095
2016-02-11,Quarter2,Wednesday,12,15.26,854.0,4080,50,0.0,0,0,34.0,80.04
2/11/2015,Quarter2,Wednesday,9,29.12,609.0,3240,50,0.0,0,0,58.0,80.014
2016-02-11,Quarter2,Wednesday,5,30.1,788.0,7380,56,0.0,0,0,59.5,75.041
2016-02-11,Quarter2,Wednesday,8,30.1,1069.0,4560,30,0.0,0,1,58.0,71.441
2016-02-11,Quarter2,Wednesday,4,30.1,667.0,5940,40,0.0,0,1,59.5,70.059
2016-02-11,Quarter2,Wednesday,1,3.94,,1440,0,0.0,0,0,12.0,61.836
2/11/2015,Quarter2,Wednesday,7,30.1,829.0,3360,23,0.0,0,1,58.0,60.007
2016-02-11,Quarter2,Wednesday,9,3.94,,960,0,0.0,0,0,8.0,54.175
2/11/2015,Quarter2,Wednesday,3,22.52,11.0,6840,0,0.0,0,1,57.0,53.69
2/11/2015,Quarter2,Wednesday,11,11.41,434.0,3240,0,0.0,0,1,52.0,50.79
2/12/2015,Quarter2,Thursday,1,22.52,1397.0,0,138,0.0,0,0,57.0,110.048
2/12/2015,Quarter2,Thursday,4,4.15,,1800,0,0.0,0,0,15.0,109.663
2/12/2015,Quarter2,Thursday,2,22.52,1327.0,0,113,0.0,0,0,57.5,100.034
2/12/2015,Quarter2,Thursday,12,4.08,,1080,0,0.0,0,0,9.0,83.867
2016-02-12,Quarter2,Thursday,12,15.26,894.0,4080,50,0.0,0,0,34.0,80.04
2/12/2015,Quarter2,Thursday,8,4.15,,1440,0,0.0,0,0,12.0,75.549
2/12/2015,Quarter2,Thursday,5,30.1,610.0,7080,56,0.0,0,0,59.0,75.08
2/12/2015,Quarter2,Thursday,6,18.79,779.0,3960,0,0.0,0,0,33.0,68.802
2016-02-12,Quarter2,Thursday,1,3.94,,1440,0,0.0,0,0,12.0,66.488
2/12/2015,Quarter2,Thursday,9,3.94,,960,0,0.0,0,0,8.0,65.667
2016-02-12,Quarter2,Thursday,4,30.1,419.0,7080,0,0.0,0,1,59.0,63.771
2016-02-12,Quarter2,Thursday,2,3.94,,2160,0,0.0,0,0,18.0,60.194
2016-02-12,Quarter2,Thursday,5,4.15,,240,0,0.0,0,0,2.0,58.0
2/12/2015,Quarter2,Thursday,7,30.1,909.0,7080,0,0.0,0,1,59.0,53.568
2/12/2015,Quarter2,Thursday,11,11.41,1039.0,2280,0,0.0,0,2,55.0,50.012
2016-02-12,Quarter2,Thursday,9,29.12,14.0,6960,0,0.0,0,0,58.0,49.789
2016-02-12,Quarter2,Thursday,8,30.1,1193.0,7080,0,0.0,0,1,59.0,46.34
2/12/2015,Quarter2,Thursday,10,22.52,10.0,6000,0,0.0,0,0,50.0,44.139
2/12/2015,Quarter2,Thursday,3,30.1,770.0,6960,0,0.0,0,1,58.0,35.03
2/14/2015,Quarter2,Saturday,1,22.52,1416.0,6840,113,0.0,0,0,57.0,100.023
2/14/2015,Quarter2,Saturday,7,4.15,,1800,0,0.0,0,0,15.0,92.928
2/14/2015,Quarter2,Saturday,4,4.15,,2400,0,0.0,0,0,20.0,90.292
2/14/2015,Quarter2,Saturday,12,4.08,,1080,0,0.0,0,0,9.0,80.089
2016-02-14,Quarter2,Saturday,12,15.26,942.0,4080,63,0.0,0,0,34.0,80.04
2/14/2015,Quarter2,Saturday,2,22.52,674.0,3660,63,0.0,0,0,57.0,80.037
2016-02-14,Quarter2,Saturday,1,3.94,,1440,0,0.0,0,0,12.0,79.621
2016-02-14,Quarter2,Saturday,4,30.1,481.0,7140,0,0.0,0,1,59.0,75.039
2/14/2015,Quarter2,Saturday,5,30.1,664.0,7140,56,0.0,0,0,59.0,75.039
2/14/2015,Quarter2,Saturday,8,4.15,,960,0,0.0,0,0,8.0,72.562
2016-02-14,Quarter2,Saturday,8,30.1,824.0,5160,0,0.0,0,1,60.0,70.021
2016-02-14,Quarter2,Saturday,7,30.1,957.0,7200,0,0.0,0,1,60.0,60.2
2/14/2015,Quarter2,Saturday,11,11.41,1039.0,2280,23,0.0,0,2,55.0,60.045
2/14/2015,Quarter2,Saturday,6,18.79,822.0,4080,0,0.0,0,0,34.0,55.725
2/14/2015,Quarter2,Saturday,3,30.1,1261.0,6960,30,0.0,0,1,58.0,50.08
2016-02-14,Quarter2,Saturday,6,2.9,,960,0,0.0,0,0,8.0,48.333
2/14/2015,Quarter2,Saturday,9,3.94,,960,0,0.0,0,0,8.0,23.804
2/15/2015,Quarter3,Sunday,1,3.94,,960,0,0.0,0,0,8.0,112.044
2/15/2015,Quarter3,Sunday,2,3.94,,960,0,0.0,0,0,8.0,110.812
2016-02-15,Quarter3,Sunday,1,22.52,1420.0,6840,113,0.0,0,0,57.0,100.023
2/15/2015,Quarter3,Sunday,12,4.08,,1080,0,0.0,0,0,9.0,87.644
2016-02-15,Quarter3,Sunday,12,15.26,1120.0,1440,50,0.0,0,0,34.0,80.081
2/15/2015,Quarter3,Sunday,5,4.15,,240,0,0.0,0,0,2.0,76.083
2016-02-15,Quarter3,Sunday,5,30.1,679.0,7140,0,0.0,0,0,59.5,72.257
2/15/2015,Quarter3,Sunday,11,2.9,,1200,0,0.0,0,0,10.0,71.533
2/15/2015,Quarter3,Sunday,7,30.1,881.0,7080,0,0.0,0,1,59.0,70.063
2/15/2015,Quarter3,Sunday,8,30.1,507.0,5880,40,2.0,10,1,59.0,70.057
2/15/2015,Quarter3,Sunday,6,18.79,814.0,4080,0,0.0,0,0,34.0,68.16
2016-02-15,Quarter3,Sunday,11,11.41,700.0,2640,23,0.0,0,2,53.0,65.022
2016-02-15,Quarter3,Sunday,8,4.15,,960,0,0.0,0,0,8.0,60.521
2016-02-15,Quarter3,Sunday,6,2.9,,960,0,0.0,0,0,8.0,60.417
2/15/2015,Quarter3,Sunday,4,30.1,919.0,7140,0,0.0,0,1,59.5,59.863
2/15/2015,Quarter3,Sunday,3,30.1,1361.0,6960,30,0.0,0,1,58.0,47.572
2016-02-15,Quarter3,Sunday,2,22.52,12.0,6900,0,0.0,0,0,57.5,43.212
2016-02-15,Quarter3,Sunday,4,4.15,,2400,0,0.0,0,0,20.0,28.704
2/15/2015,Quarter3,Sunday,9,18.79,1688.0,5280,0,0.0,0,1,54.0,28.305
2/16/2015,Quarter3,Monday,1,22.52,1422.0,6840,113,0.0,0,0,57.0,100.023
2/16/2015,Quarter3,Monday,9,3.94,,1200,0,0.0,0,0,10.0,96.043
2/16/2015,Quarter3,Monday,12,4.08,,1080,0,0.0,0,0,9.0,89.156
2/16/2015,Quarter3,Monday,3,4.15,,960,0,0.0,0,0,8.0,86.458
2016-02-16,Quarter3,Monday,3,30.1,1263.0,600,63,0.0,0,1,58.0,80.224
2/16/2015,Quarter3,Monday,5,30.1,461.0,0,0,0.0,0,0,59.0,80.098
2016-02-16,Quarter3,Monday,12,15.26,1079.0,3720,38,0.0,0,0,34.0,80.031
2/16/2015,Quarter3,Monday,6,2.9,,960,0,0.0,0,0,8.0,77.333
2016-02-16,Quarter3,Monday,6,18.79,895.0,3960,0,0.0,0,0,33.0,75.065
2/16/2015,Quarter3,Monday,4,30.1,912.0,7020,0,0.0,0,1,58.0,75.036
2016-02-16,Quarter3,Monday,4,4.15,,1800,0,0.0,0,0,15.0,72.233
2/16/2015,Quarter3,Monday,7,30.1,784.0,600,30,0.0,0,1,59.0,70.046
2016-02-16,Quarter3,Monday,5,4.15,,1200,0,0.0,0,0,10.0,62.942
2/16/2015,Quarter3,Monday,8,30.1,7.0,7080,27,2.0,10,2,59.0,62.197
2/16/2015,Quarter3,Monday,11,11.41,680.0,2160,30,0.0,0,2,54.0,56.597
2/16/2015,Quarter3,Monday,10,18.22,1131.0,5280,0,0.0,0,1,44.0,35.543
2016-02-16,Quarter3,Monday,9,18.79,2103.0,5400,0,0.0,0,1,54.0,32.996
2016-02-16,Quarter3,Monday,7,4.15,,1800,0,0.0,0,0,15.0,25.8
2/17/2015,Quarter3,Tuesday,1,22.52,1445.0,6840,113,0.0,0,0,57.0,100.023
2/17/2015,Quarter3,Tuesday,10,3.94,,960,0,0.0,0,0,8.0,92.754
2/17/2015,Quarter3,Tuesday,7,5.13,,1200,0,0.0,0,0,10.0,91.375
2/17/2015,Quarter3,Tuesday,12,5.13,,1080,0,0.0,0,0,9.0,90.25
2016-02-17,Quarter3,Tuesday,12,15.26,1133.0,4080,38,0.0,0,0,34.0,80.04
2/17/2015,Quarter3,Tuesday,3,5.13,,1800,0,0.0,0,0,15.0,78.66
2/17/2015,Quarter3,Tuesday,6,18.79,726.0,3360,0,0.0,0,0,33.0,75.062
2/17/2015,Quarter3,Tuesday,4,30.1,849.0,7020,45,0.0,0,1,58.0,75.036
2016-02-17,Quarter3,Tuesday,6,2.9,,960,0,0.0,0,0,8.0,74.917
2016-02-17,Quarter3,Tuesday,7,30.1,562.0,840,30,0.0,0,1,59.0,70.089
2/17/2015,Quarter3,Tuesday,11,11.41,1054.0,3420,30,0.0,0,2,56.0,70.061
2016-02-17,Quarter3,Tuesday,3,30.1,1422.0,6960,50,0.0,0,1,58.0,70.06
2016-02-17,Quarter3,Tuesday,4,5.13,,960,0,0.0,0,0,8.0,65.667
2/17/2015,Quarter3,Tuesday,5,30.1,680.0,7140,0,0.0,0,0,59.0,65.343
2/17/2015,Quarter3,Tuesday,9,18.79,2120.0,5520,0,0.0,0,1,51.0,65.013
2/17/2015,Quarter3,Tuesday,8,29.4,179.0,0,23,5.0,30,2,58.0,60.098
2016-02-17,Quarter3,Tuesday,9,3.94,,960,0,0.0,0,0,8.0,58.604
2/17/2015,Quarter3,Tuesday,2,5.13,,1800,0,0.0,0,0,15.0,58.14
2016-02-17,Quarter3,Tuesday,2,30.33,838.0,6720,0,0.0,0,1,56.0,36.107
2016-02-17,Quarter3,Tuesday,10,18.22,741.0,0,0,8.0,35,1,49.0,30.212
2/18/2015,Quarter3,Wednesday,12,5.13,,1200,0,0.0,0,0,10.0,99.18
2/18/2015,Quarter3,Wednesday,6,2.9,,1440,0,0.0,0,0,12.0,93.686
2/18/2015,Quarter3,Wednesday,2,5.13,,1440,0,0.0,0,0,12.0,91.912
2/18/2015,Quarter3,Wednesday,11,11.41,685.0,3360,30,0.0,0,2,56.0,82.111
2/18/2015,Quarter3,Wednesday,4,30.1,864.0,480,50,0.0,0,1,58.0,80.098
2/18/2015,Quarter3,Wednesday,5,30.1,511.0,0,0,0.0,0,0,59.0,80.098
2016-02-18,Quarter3,Wednesday,12,15.26,1095.0,4080,63,0.0,0,0,34.0,80.04
2/18/2015,Quarter3,Wednesday,1,22.52,1374.0,3960,63,0.0,0,0,57.0,80.028
2016-02-18,Quarter3,Wednesday,6,18.79,759.0,3960,34,0.0,0,0,33.0,75.065
2/18/2015,Quarter3,Wednesday,7,30.1,553.0,2280,45,0.0,0,1,59.0,75.053
2016-02-18,Quarter3,Wednesday,4,5.13,,960,0,0.0,0,0,8.0,73.465
2/18/2015,Quarter3,Wednesday,3,30.1,1057.0,0,40,0.0,0,1,58.0,70.06
2/18/2015,Quarter3,Wednesday,9,18.79,1587.0,4560,30,0.0,0,1,51.0,70.01
2016-02-18,Quarter3,Wednesday,7,5.13,,960,0,0.0,0,0,8.0,67.188
2/18/2015,Quarter3,Wednesday,10,3.94,,960,0,0.0,0,0,8.0,64.025
2/18/2015,Quarter3,Wednesday,8,5.13,,960,0,0.0,0,0,8.0,58.0
2016-02-18,Quarter3,Wednesday,9,3.94,,960,0,0.0,0,0,8.0,54.979
2016-02-18,Quarter3,Wednesday,2,30.33,868.0,6840,0,0.0,0,1,57.0,32.813
2016-02-18,Quarter3,Wednesday,10,19.68,1119.0,5640,0,8.0,35,1,47.0,30.357
2016-02-18,Quarter3,Wednesday,3,5.13,,960,0,0.0,0,0,8.0,25.65
2016-02-18,Quarter3,Wednesday,8,29.4,962.0,4560,0,4.5,30,2,57.0,25.14
2/19/2015,Quarter3,Thursday,3,5.13,,2880,0,0.0,0,0,12.0,81.641
2/19/2015,Quarter3,Thursday,12,15.26,1126.0,1080,38,0.0,0,0,34.0,80.071
2/19/2015,Quarter3,Thursday,1,22.52,265.0,3840,63,0.0,0,0,57.0,80.047
2/19/2015,Quarter3,Thursday,4,30.1,859.0,7020,63,0.0,0,1,58.5,80.009
2/19/2015,Quarter3,Thursday,5,30.1,276.0,600,63,3.5,15,0,59.5,79.998
2/19/2015,Quarter3,Thursday,6,2.9,,4320,0,0.0,0,0,18.0,78.586
2016-02-19,Quarter3,Thursday,6,18.79,899.0,3960,56,0.0,0,0,33.0,75.065
2/19/2015,Quarter3,Thursday,10,3.94,,2400,0,0.0,0,0,10.0,73.328
2/19/2015,Quarter3,Thursday,2,5.13,,3600,0,0.0,0,0,15.0,71.012
2016-02-19,Quarter3,Thursday,3,30.1,247.0,6960,50,0.0,0,1,58.0,70.06
2/19/2015,Quarter3,Thursday,11,11.41,653.0,3480,30,0.0,0,2,58.0,70.054
2/19/2015,Quarter3,Thursday,8,29.4,1116.0,6240,0,0.0,0,2,57.0,70.0
2016-02-19,Quarter3,Thursday,4,5.13,,1920,0,0.0,0,0,8.0,68.403
2016-02-19,Quarter3,Thursday,8,5.13,,1920,0,0.0,0,0,8.0,67.214
2/19/2015,Quarter3,Thursday,9,18.79,1603.0,6120,30,0.0,0,1,51.0,63.861
2016-02-19,Quarter3,Thursday,5,5.13,,1920,0,0.0,0,0,8.0,63.135
2/19/2015,Quarter3,Thursday,7,30.1,444.0,0,0,5.0,20,1,59.0,61.114
2016-02-19,Quarter3,Thursday,12,5.13,,2160,0,0.0,0,0,9.0,60.958
2016-02-19,Quarter3,Thursday,2,30.33,841.0,6840,0,0.0,0,1,57.0,58.532
2016-02-19,Quarter3,Thursday,10,19.68,1410.0,5760,0,0.0,0,1,48.0,24.942
2/22/2015,Quarter4,Sunday,3,5.13,,1800,0,0.0,0,0,15.0,87.21
2/22/2015,Quarter4,Sunday,6,2.9,,960,0,0.0,0,0,8.0,83.194
2/22/2015,Quarter4,Sunday,2,5.13,,4800,0,0.0,0,0,20.0,83.006
